AZ_order,Filename,Tip_Label,Final_name,Superorder,Order,Order_colour,Family,Collection,Specimen,Scan Location,Status,Geologic Age,Habitat,Locomotion,Diet,Social,Activity,Development
229,Petromyscus_shortridgei,Petromyscus_shortridgei,Petromyscus_shortridgei,Euarchontaglires,Rodentia,#A1D99B,Nesomyidae,NHMUK ZD,1928.9.11.360,Phenome10K,Extant,Recent,Desert,Saxicolous,Omnivore,Solitary,Nocturnal,Altricial
230,Phenacocoelus_stouti,Phenacocoelus_stouti,Phenacocoelus_stouti,Laurasiatheria,Artiodactyla,#6699FF,Merycoidodontidae,FMNH,P12251,Morphosource,Extinct,Oligocene,,Terrestrial,Herbivore,,,
231,Phocoena_phocoena,Phocoena_phocoena,Phocoena_phocoena,Laurasiatheria,Cetacea,#0000CC,Phocoenidae,AMNH,10188,Morphosource,Extant,Recent,Aquatic,Aquatic,Piscivore,Social,All,Precocial
232,Physeter_macrocephalus,Physeter_macrocephalus,Physeter_macrocephalus,Laurasiatheria,Cetacea,#0000CC,Physeteridae,NHMUK ZD,2007.100.,Phenome10K,Extant,Recent,Aquatic,Aquatic,Bulk invertivore,Social,All,Precocial
233,Pipistrellus_sp,Pipistrellus_hesperidus,Pipistrellus_sp,Laurasiatheria,Chiroptera,#FF00FF,Vespertillionidae,LDUCZ,z.617,Phenome10K,Extant,Recent,Open,Volant,Invertivore,Social,Nocturnal,Altricial
234,Platanista_gangetica,Platanista_gangetica,Platanista_gangetica,Laurasiatheria,Cetacea,#0000CC,Platanistidae,USNM,172409,Phenome10K,Extant,Recent,Aquatic,Aquatic,Piscivore,Solitary,All,Precocial
235,Platygonus_compressus,Platygonus_compressus,Platygonus_compressus,Laurasiatheria,Artiodactyla,#6699FF,Tayassuidae,AMNH,FM 45703,Morphosource,Extinct,Pliocene,,Terrestrial,Herbivore,,,
236,Plesictis_lemanensis,Plesictis_lemanensis,Plesictis_lemanensis,Laurasiatheria,Carnivora,#33CCFF,Mustelidae,MNHN.F,SG3217,Phenome10K,Extinct,Oligocene,,Semi-arboreal,Carnivore,,,
237,Pleurolestodon_aequidens,Pleurolestodon_aequidens,Pleurolestodon_aequidens,Xenarthra,Pilosa,#999999,Mylodontidae,FMNH,P14495,Morphosource,Extinct,Miocene,,Terrestrial,Herbivore,,,
238,Poebrotherium_sp,Poebrotherium_sp,Poebrotherium_sp,Laurasiatheria,Artiodactyla,#6699FF,Camelidae,USNM,630934,Phenome10K,Extinct,Eocene,,Terrestrial,Herbivore,,,
239,Pongo_pygmaeus,Pongo_pygmaeus,Pongo_pygmaeus,Euarchontaglires,Primates,#006D2C,Hominidae,NHMUK ZD,1986.1101 / GERM 3.p ,Phenome10K,Extant,Recent,Closed,Arboreal,Herbivore,Social,Diurnal,Altricial
240,Pontoporia_blainvillei,Pontoporia_blainvillei,Pontoporia_blainvillei,Laurasiatheria,Cetacea,#0000CC,Pontoporiidae,USNM,482727,Phenome10K,Extant,Recent,Aquatic,Aquatic,Piscivore,Social,Diurnal,Precocial
241,Potamagale_velox,Potamogale_velox,Potamogale_velox,Afrotheria,Afrosoricida,#FEE8C8,Tenrecidae,NHMUK ZD,1898.10.7.6,Phenome10K,Extant,Recent,Closed,Semi-aquatic,Carnivore,Solitary,Nocturnal,Altricial
242,Potamotherium_valetoni,Potamotherium_valetoni,Potamotherium_valetoni,Laurasiatheria,Carnivora,#33CCFF,Mustelidae,MNHN.F,SG 692,Phenome10K,Extinct,Oligocene,Aquatic,Aquatic,Carnivore,,,
243,Potos_flavus,Potos_flavus,Potos_flavus,Laurasiatheria,Carnivora,#33CCFF,Procyonidae,MNHN-ZO-AC,1995-957,Phenome10K,Extant,Recent,Closed,Arboreal,Herbivore,Social,Nocturnal,Altricial
244,Prionodon_pardicolor,Prionodon_pardicolor,Prionodon_pardicolor,Laurasiatheria,Carnivora,#33CCFF,Viverridae,MNHN-ZO-AC,1929-424,Phenome10K,Extant,Recent,Closed,Arboreal,Carnivore,Solitary,Nocturnal,Altricial
245,Procavia_capensis,Procavia_capensis,Procavia_capensis,Afrotheria,Hyracoidea,#FDD49E,Procaviidae,NHMUK ZD,1903.1.2.3,Phenome10K,Extant,Recent,Open,Saxicolous,Herbivore,Social,Diurnal,Precocial
246,Prodeinotherium_hobleyi,Prodeinotherium_hobleyi,Prodeinotherium_hobleyi,Afrotheria,Proboscidea,#FC8D59,Deinotheriidae,NHMUK PV M,26665,Phenome10K,Extinct,Miocene,,Terrestrial,Herbivore,,,
247,Proechimys_cuvieri,Proechimys_cuvieri,Proechimys_cuvieri,Euarchontaglires,Rodentia,#A1D99B,Echimyidae,NHMUK ZD,1984.1092,Phenome10K,Extant,Recent,Closed,Fossorial,Herbivore,Social,Nocturnal,Precocial
248,Proneotherium_repenningi,Proneotherium_repenningi,Proneotherium_repenningi,Laurasiatheria,Carnivora,#33CCFF,Odobenidae,LACM,124686,Phenome10K,Extinct,Miocene,Aquatic,Aquatic,Carnivore,,,
249,Propalaeohoplophorus_australis,Propalaehoplophorus_australis,Propalaeohoplophorus_australis,Xenarthra,Cingulata,#666666,Glyptodontidae,MLP,16-15a,,Extinct,Miocene,,Terrestrial,Omnivore,,,
250,Proteles_cristatus,Proteles_cristata,Proteles_cristatus,Laurasiatheria,Carnivora,#33CCFF,Hyaenidae,J. Tseng pers. coll.,J050607T02,Phenome10K,Extant,Recent,Open,Terrestrial,Social insectivore,Solitary,Nocturnal,Altricial
251,Protosiren_sp,Protosiren_sp,Protosiren_sp,Afrotheria,Sirenia,#B30000,Protosirenidae,NHMUK PV M,60043a,Phenome10K,Extinct,Eocene,,Aquatic,Herbivore,,,
252,Protypotherium_attenuatum,Protypotherium_attenuatum,Protypotherium_attenuatum,Laurasiatheria,Notoungulata,#FFCCFF,Interatheriidae,YPM,VPPU.015665,Phenome10K,Extinct,Miocene,,Terrestrial,Herbivore,,,
253,Pseudorca_crassidens,Pseudorca_crassidens,Pseudorca_crassidens,Laurasiatheria,Cetacea,#0000CC,Delphinidae,AMNH,99681,Morphosource,Extant,Recent,Aquatic,Aquatic,Piscivore,Social,All,Precocial
254,Pterodon_dasyuroides,Pterodon_dasyuroides,Pterodon_dasyuroides,Laurasiatheria,Creodonta,#3399CC,Hyainailouridae,MNHN.F,QU8301,Phenome10K,Extinct,Eocene,,Terrestrial,Carnivore,,,
255,Pteronarctos_goedertae,Pteronarctos_goedertae,Pteronarctos_goedertae,Laurasiatheria,Carnivora,#33CCFF,Pinnipedimorphia,LACM,123883,Phenome10K,Extinct,Miocene,Aquatic,Aquatic,Carnivore,,,
256,Pteropus_sp,Pteropus_niger,Pteropus_sp,Laurasiatheria,Chiroptera,#FF00FF,Pteropodidae,LDUCZ,z.901,Phenome10K,Extant,Recent,Closed,Volant,Herbivore,Social,Nocturnal,Altricial
257,Ptilocercus_lowii,Ptilocercus_lowii,Ptilocercus_lowii,Euarchontaglires,Scandentia,#31A354,Ptilocercidae,NHMUK ZD,1961.1155,Phenome10K,Extant,Recent,Closed,Arboreal,Omnivore,Social,Nocturnal,Altricial
258,Puelia_coarctatus,Puelia_coarctatus,Puelia_coarctatus,Laurasiatheria,Notoungulata,#FFCCFF,Notohippidae,MLP,63-II-27-27a,,Extinct,Eocene,,Terrestrial,Herbivore,,,
259,Puma_concolor,Puma_concolor,Puma_concolor,Laurasiatheria,Carnivora,#33CCFF,Felidae,NHMUK ZD,1865.5.18.33,Phenome10K,Extant,Recent,Closed,Terrestrial,Carnivore,Solitary,Nocturnal,Altricial
260,Ratufa_affinis,Ratufa_affinis,Ratufa_affinis,Euarchontaglires,Rodentia,#A1D99B,Sciuridae,NHMUK ZD,1955.1724,Phenome10K,Extant,Recent,Closed,Arboreal,Herbivore,Solitary,Diurnal,Precocial
261,Reithrodontomys_megalotis,Reithrodontomys_megalotis,Reithrodontomys_megalotis,Euarchontaglires,Rodentia,#A1D99B,Cricetidae,UMN,5017,Phenome10K,Extant,Recent,Open,Terrestrial,Herbivore,Solitary,Nocturnal,Altricial
262,Rhinolophus_acuminatus,Rhinolophus_acuminatus,Rhinolophus_acuminatus,Laurasiatheria,Chiroptera,#FF00FF,Rhinolophidae,AMNH,M-27381,Morphosource,Extant,Recent,Closed,Volant,Invertivore,Social,Nocturnal,Altricial
263,Rhinonycteris_aurantia,Rhinonicteris_aurantia,Rhinonicteris_aurantia,Laurasiatheria,Chiroptera,#FF00FF,Hipposideridae,AMNH,M-197216,Morphosource,Extant,Recent,Closed,Volant,Invertivore,Social,Nocturnal,Altricial
264,Rhinopoma_hardwickeii,Rhinopoma_hardwickii,Rhinopoma_hardwickii,Laurasiatheria,Chiroptera,#FF00FF,Rhinopomatidae,AMNH,M-21793,Morphosource,Extant,Recent,Desert,Volant,Invertivore,Social,Nocturnal,Altricial
265,Rhizomys_sumatrensis,Rhizomys_sinensis,Rhizomys_sumatrensis,Euarchontaglires,Rodentia,#A1D99B,Spalacidae,NHMUK ZD,1973.178,Phenome10K,Extant,Recent,Mixed_terrestrial,Fossorial,Herbivore,Solitary,Nocturnal,Altricial
266,Rhynchocyon_sp,Rhynchocyon_petersi,Rhynchocyon_petersi,Afrotheria,Macroscelidea,#FDBB84,Macroscelididae,LDUCZ,z.609,Phenome10K,Extant,Recent,Closed,Terrestrial,Invertivore,Solitary,Nocturnal,Precocial
267,Saccolaimus_flaviventris,Saccolaimus_saccolaimus,Saccolaimus_flaviventris,Laurasiatheria,Chiroptera,#FF00FF,Emballonuridae,AMNH,M-107759,Morphosource,Extant,Recent,Closed,Volant,Invertivore,Social,Nocturnal,Altricial
268,Saiga_tatarica,Saiga_tatarica,Saiga_tatarica,Laurasiatheria,Artiodactyla,#6699FF,Bovidae,NHMUK ZD,1961.5.30.1,Phenome10K,Extant,Recent,Open,Terrestrial,Herbivore,Social,Diurnal,Precocial
269,Saimiri_sciureus,Saimiri_sciureus,Saimiri_sciureus,Euarchontaglires,Primates,#006D2C,Cebidae,NHMUK ZD,1927.11.1.18,Phenome10K,Extant,Recent,Closed,Arboreal,Herbivore,Social,Diurnal,Altricial
270,Scalopus_aquaticus,Scalopus_aquaticus,Scalopus_aquaticus,Laurasiatheria,Eulipotyphla,#00FFFF,Talpidae,NHMUK ZD,1907.7.7.1240,Phenome10K,Extant,Recent,Closed,Fossorial,Invertivore,Solitary,Nocturnal,Altricial
271,Scelidotherium_sp,Scelidotherium_sp,Scelidotherium_sp,Xenarthra,Pilosa,#999999,Mylodontidae,AMNH,FM 45910,Morphosource,Extinct,Pleistocene,,Terrestrial,Herbivore,,,
272,Schizodelphis_morckhoviensis,Schizodelphis_morckhoviensis,Schizodelphis_morckhoviensis,Laurasiatheria,Cetacea,#0000CC,Eurhinodelphidae,USNM,13873,Phenome10K,Extinct,Miocene,Aquatic,Aquatic,Carnivore,,,
273,Sigmodon_inexoratus,Sigmodon_leucotis,Sigmodon_inexoratus,Euarchontaglires,Rodentia,#A1D99B,Cricetidae,UMN,6943,Phenome10K,Extant,Recent,Open,Terrestrial,Herbivore,Social,Diurnal,Altricial
274,Sinorhinus_cornutus,Sinorhinus_cornutus,Sinorhinus_cornutus,Laurasiatheria,Perissodactyla,#669999,Rhinocerotidae,BSP,BSPG_25002_I_1,,Extinct,Miocene,,Terrestrial,Herbivore,,,
275,Smilodon_sp,Smilodon_sp,Smilodon_sp,Laurasiatheria,Carnivora,#33CCFF,Felidae,MNHN.F,AMN109,Phenome10K,Extinct,Pliocene,,Terrestrial,Carnivore,,,
276,Solenodon_paradoxus,Solenodon_paradoxus,Solenodon_paradoxus,Laurasiatheria,Eulipotyphla,#00FFFF,Solenodontidae,NHMUK ZD,1910.10.15.2,Phenome10K,Extant,Recent,Closed,Fossorial,Invertivore,Social,Nocturnal,Altricial
277,Sorex_monticolus,Sorex_monticolus,Sorex_monticolus,Laurasiatheria,Eulipotyphla,#00FFFF,Soricidae,University of Arizona,uncatalogued,Digimorph,Extant,Recent,Mixed_terrestrial,Terrestrial,Invertivore,Solitary,Nocturnal,Altricial
278,Spalax_leucodon,Spalax_leucodon,Nannospalax_leucodon,Euarchontaglires,Rodentia,#A1D99B,Spalacidae,NHMUK ZD,1903.1.29.1,Phenome10K,Extant,Recent,Mixed_terrestrial,Fossorial,Herbivore,Solitary,Diurnal,Altricial
279,Sphiggurus_villosus,Coendou_spinosus,Sphiggurus_villosus,Euarchontaglires,Rodentia,#A1D99B,Erethizontidae,NHMUK ZD,1885.6.26.27,Phenome10K,Extant,Recent,Closed,Arboreal,Herbivore,Solitary,Nocturnal,Precocial
280,Stegotherium_tesselatum,Stegotherium_tesselatum,Stegotherium_tesselatum,Xenarthra,Cingulata,#666666,Stegotheriidae,YPM,VPPU.015565,Phenome10K,Extinct,Miocene,,Terrestrial,Omnivore,,,
281,Steno_bredanensis,Steno_bredanensis,Steno_bredanensis,Laurasiatheria,Cetacea,#0000CC,Delphinidae,USNM,572789,Phenome10K,Extant,Recent,Aquatic,Aquatic,Piscivore,Social,All,Precocial
282,Stenopsochoerus_sternbergi,Stenopsochoerus_sternbergi,Stenopsochoerus_sternbergi,Laurasiatheria,Artiodactyla,#6699FF,Oreodontidae,AMNH,F:AM 44980,Morphosource,Extinct,Oligocene,,Terrestrial,Herbivore,,,
283,Stromeriella_franconica,Stromeriella_franconica,Stromeriella_franconica,Laurasiatheria,Carnivora,#33CCFF,Procyonidae,BSP,1937_II_13533,,Extinct,Miocene,,Semi-arboreal,Omnivore,,,
284,Sus_scrofa,Sus_scrofa,Sus_scrofa,Laurasiatheria,Artiodactyla,#6699FF,Suidae,LDUCZ,z.1492,Phenome10K,Extant,Recent,Mixed_terrestrial,Terrestrial,Omnivore,Social,Nocturnal,Precocial
285,Syndyoceras_cooki,Syndyoceras_cooki,Syndyoceras_cooki,Laurasiatheria,Artiodactyla,#6699FF,Protoceratidae,AMNH,FM 127463,Morphosource,Extinct,Oligocene,,Terrestrial,Herbivore,,,
286,Tachyoryctes_splendens,Tachyoryctes_splendens,Tachyoryctes_splendens,Euarchontaglires,Rodentia,#A1D99B,Spalacidae,NHMUK ZD,1978.3064,Phenome10K,Extant,Recent,Mixed_terrestrial,Fossorial,Herbivore,Solitary,Diurnal,Altricial
287,Tadarida_brasiliensis,Tadarida_brasiliensis,Tadarida_brasiliensis,Laurasiatheria,Chiroptera,#FF00FF,Molossidae,AMNH,M-89951,Morphosource,Extant,Recent,Closed,Volant,Invertivore,Social,Nocturnal,Altricial
288,Talpa_occidentalis,Talpa_occidentalis,Talpa_occidentalis,Laurasiatheria,Eulipotyphla,#00FFFF,Talpidae,A. Goswami pers. coll.,uncatalogued,Phenome10K,Extant,Recent,Mixed_terrestrial,Fossorial,Invertivore,Solitary,Nocturnal,Altricial
289,Tamandua_sp,Tamandua_tetradactyla,Tamandua_sp,Xenarthra,Pilosa,#999999,Myrmecophagidae,NHMUK ZD,1901.8.3.5,Phenome10K,Extant,Recent,Mixed_terrestrial,Arboreal,Social insectivore,Solitary,Nocturnal,Precocial
290,Tamias_striatus,Tamias_striatus,Tamias_striatus,Euarchontaglires,Rodentia,#A1D99B,Sciuridae,UMN,6495,Phenome10K,Extant,Recent,Closed,Semi-fossorial,Herbivore,Solitary,Diurnal,Altricial
291,Tamiasciurus_douglasii,Tamiasciurus_douglasii,Tamiasciurus_douglasii,Euarchontaglires,Rodentia,#A1D99B,Sciuridae,UMN,12575,Phenome10K,Extant,Recent,Closed,Arboreal,Herbivore,Solitary,Diurnal,Altricial
292,Tapirus_terrestris,Tapirus_terrestris,Tapirus_terrestris,Laurasiatheria,Perissodactyla,#669999,Tapiridae,NHMUK ZD,1847.4.6.1,Phenome10K,Extant,Recent,Closed,Semi-aquatic,Herbivore,Solitary,Nocturnal,Precocial
293,Tarsius_tarsier,Tarsius_tarsier,Tarsius_tarsier,Euarchontaglires,Primates,#006D2C,Tarsiidae,USNM,200279,Morphosource,Extant,Recent,Closed,Arboreal,Invertivore,Social,Nocturnal,Altricial
294,Taxidea_taxus,Taxidea_taxus,Taxidea_taxus,Laurasiatheria,Carnivora,#33CCFF,Mustelidae,NMB,9186,Phenome10K,Extant,Recent,Closed,Semi-fossorial,Carnivore,Solitary,Nocturnal,Altricial
295,Tayassu_pecari,Tayassu_pecari,Tayassu_pecari,Laurasiatheria,Artiodactyla,#6699FF,Tayassuidae,NHMUK ZD,1847.4.6.8,Phenome10K,Extant,Recent,Mixed_terrestrial,Terrestrial,Omnivore,Social,Diurnal,Precocial
296,Teleoceras_medicornutus,Teleoceras_medicornutus,Teleoceras_medicornutus,Laurasiatheria,Perissodactyla,#669999,Rhinocerotidae,AMNH,FM 9832,Morphosource,Extinct,Miocene,,Terrestrial,Herbivore,,,
297,Tenrec_sp,Tenrec_ecaudatus,Tenrec_ecaudatus,Afrotheria,Afrosoricida,#FEE8C8,Tenrecidae,LDUCZ,z.612,Phenome10K,Extant,Recent,Closed,Semi-fossorial,Omnivore,Solitary,Nocturnal,Altricial
298,Tetracerus_quadricornis,Tetracerus_quadricornis,Tetracerus_quadricornis,Laurasiatheria,Artiodactyla,#6699FF,Bovidae,NHMUK ZD,1843.1.12.86,Phenome10K,Extant,Recent,Closed,Terrestrial,Herbivore,Solitary,Diurnal,Precocial
299,Thalassocnus_sp,Thalassocnus_sp,Thalassocnus_sp,Xenarthra,Pilosa,#999999,Nothrotheriidae,MNHN.F,SAS-734,Phenome10K,Extinct,Miocene,,Aquatic,Herbivore,,,
300,Thoatherium_minusculum,Thoatherium_minisculum,Thoatherium_minusculum,Laurasiatheria,Litopterna,#CCCCFF,Proterotheriidae,YPM,VPPU.015721,Phenome10K,Extinct,Miocene,,Terrestrial,Herbivore,,,
301,Thomomys_talpoides,Thomomys_talpoides,Thomomys_talpoides,Euarchontaglires,Rodentia,#A1D99B,Geomyidae,UMN,6262,Phenome10K,Extant,Recent,Open,Fossorial,Herbivore,Solitary,Nocturnal,Altricial
302,Thryonomys_swinderianus,Thryonomys_swinderianus,Thryonomys_swinderianus,Euarchontaglires,Rodentia,#A1D99B,Thryonomyidae,NHMUK ZD,1926.11.24.63,Phenome10K,Extant,Recent,Closed,Terrestrial,Herbivore,Social,Nocturnal,Precocial
303,Thyroptera_tricolor,Thyroptera_tricolor,Thyroptera_tricolor,Laurasiatheria,Chiroptera,#FF00FF,Thyropteridae,AMNH,M-246233,Morphosource,Extant,Recent,Closed,Volant,Invertivore,Social,Nocturnal,Altricial
304,Tolypeutes_tricinctus,Tolypeutes_tricinctus,Tolypeutes_tricinctus,Xenarthra,Cingulata,#666666,Dasypodidae,NHMUK ZD,1976.1394,Phenome10K,Extant,Recent,Open,Semi-fossorial,Social insectivore,Solitary,Nocturnal,Precocial
305,Tomopeas_ravus,Tomopeas_ravus,Tomopeas_ravus,Laurasiatheria,Chiroptera,#FF00FF,Molossidae,AMNH,M-278525,Morphosource,Extant,Recent,Desert,Volant,Invertivore,Solitary,Nocturnal,Altricial
306,Tragelaphus_scriptus,Tragelaphus_scriptus,Tragelaphus_scriptus,Laurasiatheria,Artiodactyla,#6699FF,Bovidae,NHMUK ZD,1908.1.1.128,Phenome10K,Extant,Recent,Open,Terrestrial,Herbivore,Social,Nocturnal,Precocial
307,Tragulus_kanchil,Tragulus_javanicus,Tragulus_javanicus,Laurasiatheria,Artiodactyla,#6699FF,Tragulidae,NHMUK ZD,1909.1.5.850,Phenome10K,Extant,Recent,Closed,Terrestrial,Herbivore,Solitary,Nocturnal,Precocial
308,Trichechus_senegalensis,Trichechus_senegalensis,Trichechus_senegalensis,Afrotheria,Sirenia,#B30000,Trichechidae,AMNH,M-53939,Digimorph,Extant,Recent,Aquatic,Aquatic,Herbivore,Social,Nocturnal,Precocial
309,Trogosus_granderi,Trogosus_grangeri,Trogosus_granderi,Stem,Cimolesta,#993300,Esthonychidae,AMNH,FM 17008,Morphosource,Extinct,Eocene,,Terrestrial,Herbivore,,,
310,Tupaia_sp,Tupaia_glis,Tupaia_sp,Euarchontaglires,Scandentia,#31A354,Tupaiidae,LDUCZ,z.2511,Phenome10K,Extant,Recent,Closed,Arboreal,Omnivore,Social,Diurnal,Altricial
311,Tursiops_truncatus,Tursiops_truncatus,Tursiops_truncatus,Laurasiatheria,Cetacea,#0000CC,Delphinidae,SDSNH,21212,Digimorph,Extant,Recent,Aquatic,Aquatic,Piscivore,Social,All,Precocial
312,Tylomys_nudicaudatus,Tylomys_nudicaudus,Tylomys_nudicaudus,Euarchontaglires,Rodentia,#A1D99B,Cricetidae,UMN,14785,Phenome10K,Extant,Recent,Closed,Semi-arboreal,Herbivore,Solitary,Nocturnal,Precocial
313,Tympanoctomys_barrerae,Tympanoctomys_barrerae,Tympanoctomys_barrerae,Euarchontaglires,Rodentia,#A1D99B,Octodontidae,NHMUK ZD,2003.232,Phenome10K,Extant,Recent,Desert,Fossorial,Herbivore,Solitary,Nocturnal,Precocial
314,Uintatherium_anceps,Uintatherium_anceps,Uintatherium_anceps,Laurasiatheria,Amblypoda,#33FFFF,Uintatheriidae,FMNH,PM60171,Morphosource,Extinct,Eocene,,Terrestrial,Herbivore,,,
315,Urocitellus_tridecemlineatus,Ictidomys_tridecemlineatus,Ictidomys_tridecemlineatus,Euarchontaglires,Rodentia,#A1D99B,Sciuridae,UMN,2044,Phenome10K,Extant,Recent,Open,Semi-fossorial,Herbivore,Social,Diurnal,Altricial
316,Vampyrum_spectrum,Vampyrum_spectrum,Vampyrum_spectrum,Laurasiatheria,Chiroptera,#FF00FF,Phyllostomidae,AMNH,M-202292,Morphosource,Extant,Recent,Closed,Volant,Carnivore,Social,Nocturnal,Altricial
317,Viverra_tangalunga,Viverra_tangalunga,Viverra_tangalunga,Laurasiatheria,Carnivora,#33CCFF,Viverridae,NHMUK GMCM,73.a,Phenome10K,Extant,Recent,Closed,Terrestrial,Omnivore,Solitary,Nocturnal,Altricial
318,Vulpes_pallida,Vulpes_pallida,Vulpes_pallida,Laurasiatheria,Carnivora,#33CCFF,Canidae,MNHN-ZO-AC,1958-166,Phenome10K,Extant,Recent,Desert,Terrestrial,Omnivore,Social,Nocturnal,Altricial
319,Xiphiacetus_bossi,Xiphiacetus_bossi,Xiphiacetus_bossi,Laurasiatheria,Cetacea,#0000CC,Eurhinodelphidae,USNM,8842,Phenome10K,Extinct,Miocene,Aquatic,Aquatic,Carnivore,,,
320,Zalophus_californianus,Zalophus_californianus,Zalophus_californianus,Laurasiatheria,Carnivora,#33CCFF,Otariidae,NHMUK ZD,1903.10.11.4,Phenome10K,Extant,Recent,Aquatic,Aquatic,Piscivore,Social,Nocturnal,Altricial
321,Zapus_hudsonius,Zapus_hudsonius,Zapus_hudsonius,Euarchontaglires,Rodentia,#A1D99B,Dipodidae,UMN,9981,Phenome10K,Extant,Recent,Open,Terrestrial,Herbivore,Solitary,Nocturnal,Altricial
322,Zodiolestes_daimonelixensis,Zodiolestes_sp,Zodiolestes_daimonelixensis,Laurasiatheria,Carnivora,#33CCFF,Mustelidae,FMNH,P12032,Morphosource,Extinct,Oligocene,,Semi-arboreal,Omnivore,,,
